Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,SMA_50,SMA_200,RSI,Middle Band,Upper Band,Lower Band,Daily Return,Volatility,Sharpe Ratio
2024-04-01 00:00:00-04:00,46.01918146658498,46.01918146658498,45.494321383679825,45.55992889404297,4687100,0.0,0.0,,,,,,,,,
2024-04-02 00:00:00-04:00,45.62554178058119,45.72864033054054,45.28812964447478,45.60679626464844,2979000,0.0,0.0,,,,,,,0.0010286971850739235,,
2024-04-03 00:00:00-04:00,45.71926549747817,45.80361853097447,45.22252184207863,45.353736877441406,3801800,0.0,0.0,,,,,,,-0.0055487209787455916,,
2024-04-04 00:00:00-04:00,45.01632347636469,45.38185208611278,44.96946147581725,45.25063705444336,3416500,0.0,0.0,,,,,,,-0.0022732376667583543,,
2024-04-05 00:00:00-04:00,45.306875204057555,45.34436623595918,44.92260106541983,45.025699615478516,3428200,0.0,0.0,,,,,,,-0.004970923142898709,,
2024-04-08 00:00:00-04:00,45.0163262497308,45.14754128948412,44.716405137339876,44.83824920654297,4676400,0.0,0.0,,,,,,,-0.0041631870362122125,,
2024-04-09 00:00:00-04:00,44.82887414504603,44.96946014252013,44.716401056657126,44.89448165893555,2935700,0.0,0.0,,,,,,,0.0012541179325167295,,
2024-04-10 00:00:00-04:00,44.744529019468345,44.75389999081856,44.02284266387379,44.275901794433594,5594000,0.0,0.0,,,,,,,-0.013778527819996222,,
2024-04-11 00:00:00-04:00,44.332132601296415,44.38836915266855,43.86350539922068,44.30401611328125,8085400,0.0,0.0,,,,,,,0.000634980151916098,,
2024-04-12 00:00:00-04:00,44.378991963070234,44.82887719656703,43.844757270552094,44.11656188964844,7885700,0.0,0.0,,,,,,,-0.004231088738174682,,
2024-04-15 00:00:00-04:00,44.16342331655478,44.35087489884572,43.45111159425909,43.610443115234375,9257500,0.0,0.0,,,,,,,-0.011472307739665899,,
2024-04-16 00:00:00-04:00,43.5542046022265,43.56357557124515,42.66381238112834,42.69192886352539,8639000,0.0,0.0,,,,,,,-0.021061795893289603,,
2024-04-17 00:00:00-04:00,42.87001503805923,43.094954077222965,42.54197387421157,43.01060104370117,11511700,0.0,0.0,,,,,,,0.007464459645158961,,
2024-04-18 00:00:00-04:00,43.01059628300653,43.797889983619896,43.01059628300653,43.74165344238281,14627800,0.0,0.0,,,28.25108915661771,,,,0.016997028196347408,,
