Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,SMA_50,SMA_200,RSI,Middle Band,Upper Band,Lower Band,Daily Return,Volatility,Sharpe Ratio
2024-04-01 00:00:00-04:00,420.7378213676411,424.64797113919235,419.0209183546172,421.3531188964844,16316000,0.0,0.0,,,,,,,,,
2024-04-02 00:00:00-04:00,416.9269168072685,419.17973696688534,414.6741269340057,418.2468566894531,17912000,0.0,0.0,,,,,,,-0.007372111579870277,,
2024-04-03 00:00:00-04:00,416.54976688658525,420.05301928726703,415.9146015526027,417.2643127441406,16502300,0.0,0.0,,,,,,,-0.002349196245226115,,
2024-04-04 00:00:00-04:00,421.76992047315406,425.4220608182633,414.4061573873391,414.71380615234375,19370900,0.0,0.0,,,,,,,-0.00611244842633063,,
2024-04-05 00:00:00-04:00,416.8276974614869,423.2784485638512,415.1504997519638,422.2959289550781,16544300,0.0,0.0,,,,,,,0.018282783669731684,,
2024-04-08 00:00:00-04:00,421.9485777283347,424.0425761054586,420.09272093696904,421.3729553222656,14272400,0.0,0.0,,,,,,,-0.002185608644384218,,
2024-04-09 00:00:00-04:00,423.2089317196758,424.49906970382636,418.42544485426635,423.0501403808594,12512300,0.0,0.0,,,,,,,0.003980286436064739,,
2024-04-10 00:00:00-04:00,418.9911394928746,420.8171944866389,416.5200154975315,420.05303955078125,16216600,0.0,0.0,,,,,,,-0.0070845049888883516,,
2024-04-11 00:00:00-04:00,422.5936541739285,426.1167444183971,419.15984809671994,424.6876525878906,17966400,0.0,0.0,,,,,,,0.011033399596550364,,
2024-04-12 00:00:00-04:00,420.8370731015467,421.9585162359949,416.58950274190113,418.703369140625,19232100,0.0,0.0,,,,,,,-0.014091022921904117,,
2024-04-15 00:00:00-04:00,423.3677157693319,423.5860500706515,410.2974897454758,410.50592041015625,20273500,0.0,0.0,,,,,,,-0.019578177140761377,,
2024-04-16 00:00:00-04:00,411.4289086182102,415.2298762897989,410.59527673352017,411.4388122558594,16765600,0.0,0.0,,,,,,,0.0022725417571833884,,
2024-04-17 00:00:00-04:00,414.0885872118868,415.70624190109544,407.22100522560083,408.7195739746094,15855500,0.0,0.0,,,,,,,-0.006609095205045934,,
2024-04-18 00:00:00-04:00,407.5187673684452,408.769230365435,400.8893872722647,401.2069396972656,21029900,0.0,0.0,,,29.772833120894205,,,,-0.01838090161497974,,
2024-04-19 00:00:00-04:00,400.9687488676842,402.4077746386735,394.7561698730406,396.095947265625,30276500,0.0,0.0,,,27.001634509094274,,,,-0.012739042937535361,,
2024-04-22 00:00:00-04:00,397.04865981007964,399.7976914523607,392.7514806878664,397.9219970703125,20286900,0.0,0.0,,,31.051055357247506,,,,0.004610119889620901,,
2024-04-23 00:00:00-04:00,401.1771473553241,405.10716505974153,400.0060952402287,404.48193359375,15734500,0.0,0.0,,,39.20552623616907,,,,0.016485483516203825,,
2024-04-24 00:00:00-04:00,406.45684392489727,409.3447990752087,403.6979086365787,405.96063232421875,15065300,0.0,0.0,,,42.47183473437879,,,,0.0036557843692319736,,
2024-04-25 00:00:00-04:00,391.0444908759172,396.8601062584313,385.0899520019121,396.01654052734375,40586500,0.0,0.0,,,28.28082887283766,,,,-0.024495212109466813,,
2024-04-26 00:00:00-04:00,409.04710666417816,409.87080464048637,402.6856699602139,403.2414245605469,29694700,0.0,0.0,,,36.42850485905275,411.86654510498045,431.08309101693084,392.64999919303006,0.018243894620114443,,
2024-04-29 00:00:00-04:00,402.1795096483343,403.24140976178137,396.1654273618807,399.2022399902344,19582100,0.0,0.0,,,32.7594027627386,410.75900115966795,430.22511608930495,391.29288623003094,-0.010016789754957345,,
2024-04-30 00:00:00-04:00,398.4479657229549,399.11290256766176,386.221335381575,386.3800964355469,28781400,0.0,0.0,,,28.68452764784223,409.16566314697263,431.11011090088346,387.2212153930618,-0.03211941785447192,,
2024-05-01 00:00:00-04:00,389.635268755834,398.6762601059751,387.35270744745037,391.9476318359375,23562500,0.0,0.0,,,29.517007475507086,407.8998291015625,430.77813415303575,385.0215240500892,0.01440947774420187,,
2024-05-02 00:00:00-04:00,394.6469936602289,396.8997833087663,391.6597902856064,394.82562255859375,17709400,0.0,0.0,,,34.45736883758332,406.905419921875,430.2606068844996,383.5502329592504,0.00734279400841209,,
2024-05-03 00:00:00-04:00,399.23197820235123,404.0650740320478,398.8151471589616,403.57879638671875,17446700,0.0,0.0,,,45.52334648921089,405.96956329345704,428.201071062697,383.7380555242171,0.022169720828657757,,
2024-05-06 00:00:00-04:00,405.66292597330005,410.7937370714025,403.29101993493754,410.4067077636719,16996600,0.0,0.0,,,49.38022511279463,405.42125091552737,426.5676107606689,384.2748910703858,0.016918409584656402,,
2024-05-07 00:00:00-04:00,411.5182242956741,411.52815821970637,405.99041958064737,406.238525390625,20018200,0.0,0.0,,,48.53562228172669,404.58067016601564,424.0462090201238,385.1151313119075,-0.010156223799945963,,
2024-05-08 00:00:00-04:00,405.07737479693975,409.1066104061556,403.6284151762591,407.4294128417969,11792300,0.0,0.0,,,53.968836058796185,403.9494888305664,422.0751469257615,385.8238307353713,0.0029314980651495848,,
